,Line,Speaker,Text,Date,sentences,words,start,end
261,262,Trump,"The record shows that I'm right. When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows? Essentially. I then did an interview with Neil Cavuto. We talked about the economy is more important. I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity. I had numerous conversations with Sean Hannity at Fox. And Sean Hannity said -- and he called me the other day -- and I spoke to him about it -- he said you were totally against the war, because he was for the war.",2016-09-26,"['The', 'record', 'shows', 'that', 'I', ""'m"", 'right', '.', 'When', 'I', 'did', 'an', 'interview', 'with', 'Howard', 'Stern', ',', 'very', 'lightly', ',', 'first', 'time', 'anyone', ""'s"", 'asked', 'me', 'that', ',', 'I', 'said', ',', 'very', 'lightly', ',', 'I', 'do', ""n't"", 'know', ',', 'maybe', ',', 'who', 'knows', '?', 'Essentially', '.', 'I', 'then', 'did', 'an', 'interview', 'with', 'Neil', 'Cavuto', '.', 'We', 'talked', 'about', 'the', 'economy', 'is', 'more', 'important', '.', 'I', 'then', 'spoke', 'to', 'Sean', 'Hannity', ',', 'which', 'everybody', 'refuses', 'to', 'call', 'Sean', 'Hannity', '.', 'I', 'had', 'numerous', 'conversations', 'with', 'Sean', 'Hannity', 'at', 'Fox', '.', 'And', 'Sean', 'Hannity', 'said', '--', 'and', 'he', 'called', 'me', 'the', 'other', 'day', '--', 'and', 'I', 'spoke', 'to', 'him', 'about', 'it', '--', 'he', 'said', 'you', 'were', 'totally', 'against', 'the', 'war', ',', 'because', 'he', 'was', 'for', 'the', 'war', '.']","['The', 'record', 'shows', 'that', 'I', ""'m"", 'right', '.', 'When', 'I', 'did', 'an', 'interview', 'with', 'Howard', 'Stern', ',', 'very', 'lightly', ',', 'first', 'time', 'anyone', ""'s"", 'asked', 'me', 'that', ',', 'I', 'said', ',', 'very', 'lightly', ',', 'I', 'do', ""n't"", 'know', ',', 'maybe', ',', 'who', 'knows', '?', 'Essentially', '.', 'I', 'then', 'did', 'an', 'interview', 'with', 'Neil', 'Cavuto', '.', 'We', 'talked', 'about', 'the', 'economy', 'is', 'more', 'important', '.', 'I', 'then', 'spoke', 'to', 'Sean', 'Hannity', ',', 'which', 'everybody', 'refuses', 'to', 'call', 'Sean', 'Hannity', '.', 'I', 'had', 'numerous', 'conversations', 'with', 'Sean', 'Hannity', 'at', 'Fox', '.', 'And', 'Sean', 'Hannity', 'said', '--', 'and', 'he', 'called', 'me', 'the', 'other', 'day', '--', 'and', 'I', 'spoke', 'to', 'him', 'about', 'it', '--', 'he', 'said', 'you', 'were', 'totally', 'against', 'the', 'war', ',', 'because', 'he', 'was', 'for', 'the', 'war', '.']",8422.0,8485.0
262,263,Holt,Why is your judgment better than...,2016-09-26,"['Why', 'is', 'your', 'judgment', 'better', 'than', '...']","['Why', 'is', 'your', 'judgment', 'better', 'than', '...']",8486.0,8489.5
263,264,Trump,"And when he -- excuse me. And that was before the war started. Sean Hannity said very strongly to me and other people -- he's willing to say it, but nobody wants to call him. I was against the war. He said, you used to have fights with me, because Sean was in favor of the war. And I understand that side, also, not very much, because we should have never been there. But nobody called Sean Hannity. And then they did an article in a major magazine, shortly after the war started. I think in '04. But they did an article which had me totally against the war in Iraq. And one of your compatriots said, you know, whether it was before or right after, Trump was definitely -- because if you read this article, there's no doubt. But if somebody -- and I'll ask the press -- if somebody would call up Sean Hannity, this was before the war started. He and I used to have arguments about the war. I said, it's a terrible and a stupid thing. It's going to destabilize the Middle East. And that's exactly what it's done. It's been a disaster.",2016-09-26,"['And', 'when', 'he', '--', 'excuse', 'me', '.', 'And', 'that', 'was', 'before', 'the', 'war', 'started', '.', 'Sean', 'Hannity', 'said', 'very', 'strongly', 'to', 'me', 'and', 'other', 'people', '--', 'he', ""'s"", 'willing', 'to', 'say', 'it', ',', 'but', 'nobody', 'wants', 'to', 'call', 'him', '.', 'I', 'was', 'against', 'the', 'war', '.', 'He', 'said', ',', 'you', 'used', 'to', 'have', 'fights', 'with', 'me', ',', 'because', 'Sean', 'was', 'in', 'favor', 'of', 'the', 'war', '.', 'And', 'I', 'understand', 'that', 'side', ',', 'also', ',', 'not', 'very', 'much', ',', 'because', 'we', 'should', 'have', 'never', 'been', 'there', '.', 'But', 'nobody', 'called', 'Sean', 'Hannity', '.', 'And', 'then', 'they', 'did', 'an', 'article', 'in', 'a', 'major', 'magazine', ',', 'shortly', 'after', 'the', 'war', 'started', '.', 'I', 'think', 'in', ""'04"", '.', 'But', 'they', 'did', 'an', 'article', 'which', 'had', 'me', 'totally', 'against', 'the', 'war', 'in', 'Iraq', '.', 'And', 'one', 'of', 'your', 'compatriots', 'said', ',', 'you', 'know', ',', 'whether', 'it', 'was', 'before', 'or', 'right', 'after', ',', 'Trump', 'was', 'definitely', '--', 'because', 'if', 'you', 'read', 'this', 'article', ',', 'there', ""'s"", 'no', 'doubt', '.', 'But', 'if', 'somebody', '--', 'and', 'I', ""'ll"", 'ask', 'the', 'press', '--', 'if', 'somebody', 'would', 'call', 'up', 'Sean', 'Hannity', ',', 'this', 'was', 'before', 'the', 'war', 'started', '.', 'He', 'and', 'I', 'used', 'to', 'have', 'arguments', 'about', 'the', 'war', '.', 'I', 'said', ',', 'it', ""'s"", 'a', 'terrible', 'and', 'a', 'stupid', 'thing', '.', 'It', ""'s"", 'going', 'to', 'destabilize', 'the', 'Middle', 'East', '.', 'And', 'that', ""'s"", 'exactly', 'what', 'it', ""'s"", 'done', '.', 'It', ""'s"", 'been', 'a', 'disaster', '.']","['And', 'when', 'he', '--', 'excuse', 'me', '.', 'And', 'that', 'was', 'before', 'the', 'war', 'started', '.', 'Sean', 'Hannity', 'said', 'very', 'strongly', 'to', 'me', 'and', 'other', 'people', '--', 'he', ""'s"", 'willing', 'to', 'say', 'it', ',', 'but', 'nobody', 'wants', 'to', 'call', 'him', '.', 'I', 'was', 'against', 'the', 'war', '.', 'He', 'said', ',', 'you', 'used', 'to', 'have', 'fights', 'with', 'me', ',', 'because', 'Sean', 'was', 'in', 'favor', 'of', 'the', 'war', '.', 'And', 'I', 'understand', 'that', 'side', ',', 'also', ',', 'not', 'very', 'much', ',', 'because', 'we', 'should', 'have', 'never', 'been', 'there', '.', 'But', 'nobody', 'called', 'Sean', 'Hannity', '.', 'And', 'then', 'they', 'did', 'an', 'article', 'in', 'a', 'major', 'magazine', ',', 'shortly', 'after', 'the', 'war', 'started', '.', 'I', 'think', 'in', ""'04"", '.', 'But', 'they', 'did', 'an', 'article', 'which', 'had', 'me', 'totally', 'against', 'the', 'war', 'in', 'Iraq', '.', 'And', 'one', 'of', 'your', 'compatriots', 'said', ',', 'you', 'know', ',', 'whether', 'it', 'was', 'before', 'or', 'right', 'after', ',', 'Trump', 'was', 'definitely', '--', 'because', 'if', 'you', 'read', 'this', 'article', ',', 'there', ""'s"", 'no', 'doubt', '.', 'But', 'if', 'somebody', '--', 'and', 'I', ""'ll"", 'ask', 'the', 'press', '--', 'if', 'somebody', 'would', 'call', 'up', 'Sean', 'Hannity', ',', 'this', 'was', 'before', 'the', 'war', 'started', '.', 'He', 'and', 'I', 'used', 'to', 'have', 'arguments', 'about', 'the', 'war', '.', 'I', 'said', ',', 'it', ""'s"", 'a', 'terrible', 'and', 'a', 'stupid', 'thing', '.', 'It', ""'s"", 'going', 'to', 'destabilize', 'the', 'Middle', 'East', '.', 'And', 'that', ""'s"", 'exactly', 'what', 'it', ""'s"", 'done', '.', 'It', ""'s"", 'been', 'a', 'disaster', '.']",8490.5,8608.5
264,265,Holt,"My reference was to what you had said in 2002, and my question was...",2016-09-26,"['My', 'reference', 'was', 'to', 'what', 'you', 'had', 'said', 'in', '2002', ',', 'and', 'my', 'question', 'was', '...']","['My', 'reference', 'was', 'to', 'what', 'you', 'had', 'said', 'in', '2002', ',', 'and', 'my', 'question', 'was', '...']",8609.5,8617.5
265,266,Trump,"No, no. You didn't hear what I said.",2016-09-26,"['No', ',', 'no', '.', 'You', 'did', ""n't"", 'hear', 'what', 'I', 'said', '.']","['No', ',', 'no', '.', 'You', 'did', ""n't"", 'hear', 'what', 'I', 'said', '.']",8618.5,8624.5
266,267,Holt,Why is your judgment -- why is your judgment any different than Mrs. Clinton's judgment?,2016-09-26,"['Why', 'is', 'your', 'judgment', '--', 'why', 'is', 'your', 'judgment', 'any', 'different', 'than', 'Mrs.', 'Clinton', ""'s"", 'judgment', '?']","['Why', 'is', 'your', 'judgment', '--', 'why', 'is', 'your', 'judgment', 'any', 'different', 'than', 'Mrs.', 'Clinton', ""'s"", 'judgment', '?']",8625.5,8634.0
267,268,Trump,"Well, I have much better judgment than she does. There's no question about that. I also have a much better temperament than she has, you know?",2016-09-26,"['Well', ',', 'I', 'have', 'much', 'better', 'judgment', 'than', 'she', 'does', '.', 'There', ""'s"", 'no', 'question', 'about', 'that', '.', 'I', 'also', 'have', 'a', 'much', 'better', 'temperament', 'than', 'she', 'has', ',', 'you', 'know', '?']","['Well', ',', 'I', 'have', 'much', 'better', 'judgment', 'than', 'she', 'does', '.', 'There', ""'s"", 'no', 'question', 'about', 'that', '.', 'I', 'also', 'have', 'a', 'much', 'better', 'temperament', 'than', 'she', 'has', ',', 'you', 'know', '?']",8635.0,8651.0
268,269,Audience,(LAUGHTER),2016-09-26,"['(', 'LAUGHTER', ')']","['(', 'LAUGHTER', ')']",8652.0,8653.5
269,270,Trump,"I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament. I have a winning temperament. I know how to win. She does not have a...",2016-09-26,"['I', 'have', 'a', 'much', 'better', '--', 'she', 'spent', '--', 'let', 'me', 'tell', 'you', '--', 'she', 'spent', 'hundreds', 'of', 'millions', 'of', 'dollars', 'on', 'an', 'advertising', '--', 'you', 'know', ',', 'they', 'get', 'Madison', 'Avenue', 'into', 'a', 'room', ',', 'they', 'put', 'names', '--', 'oh', ',', 'temperament', ',', 'let', ""'s"", 'go', 'after', '--', 'I', 'think', 'my', 'strongest', 'asset', ',', 'maybe', 'by', 'far', ',', 'is', 'my', 'temperament', '.', 'I', 'have', 'a', 'winning', 'temperament', '.', 'I', 'know', 'how', 'to', 'win', '.', 'She', 'does', 'not', 'have', 'a', '...']","['I', 'have', 'a', 'much', 'better', '--', 'she', 'spent', '--', 'let', 'me', 'tell', 'you', '--', 'she', 'spent', 'hundreds', 'of', 'millions', 'of', 'dollars', 'on', 'an', 'advertising', '--', 'you', 'know', ',', 'they', 'get', 'Madison', 'Avenue', 'into', 'a', 'room', ',', 'they', 'put', 'names', '--', 'oh', ',', 'temperament', ',', 'let', ""'s"", 'go', 'after', '--', 'I', 'think', 'my', 'strongest', 'asset', ',', 'maybe', 'by', 'far', ',', 'is', 'my', 'temperament', '.', 'I', 'have', 'a', 'winning', 'temperament', '.', 'I', 'know', 'how', 'to', 'win', '.', 'She', 'does', 'not', 'have', 'a', '...']",8654.5,8695.0
270,271,Holt,Secretary Clinton?,2016-09-26,"['Secretary', 'Clinton', '?']","['Secretary', 'Clinton', '?']",8696.0,8697.5
271,272,Trump,"Wait. The AFL-CIO the other day, behind the blue screen, I don't know who you were talking to, Secretary Clinton, but you were totally out of control. I said, there's a person with a temperament that's got a problem.",2016-09-26,"['Wait', '.', 'The', 'AFL-CIO', 'the', 'other', 'day', ',', 'behind', 'the', 'blue', 'screen', ',', 'I', 'do', ""n't"", 'know', 'who', 'you', 'were', 'talking', 'to', ',', 'Secretary', 'Clinton', ',', 'but', 'you', 'were', 'totally', 'out', 'of', 'control', '.', 'I', 'said', ',', 'there', ""'s"", 'a', 'person', 'with', 'a', 'temperament', 'that', ""'s"", 'got', 'a', 'problem', '.']","['Wait', '.', 'The', 'AFL-CIO', 'the', 'other', 'day', ',', 'behind', 'the', 'blue', 'screen', ',', 'I', 'do', ""n't"", 'know', 'who', 'you', 'were', 'talking', 'to', ',', 'Secretary', 'Clinton', ',', 'but', 'you', 'were', 'totally', 'out', 'of', 'control', '.', 'I', 'said', ',', 'there', ""'s"", 'a', 'person', 'with', 'a', 'temperament', 'that', ""'s"", 'got', 'a', 'problem', '.']",8698.5,8723.5
272,273,Holt,Secretary Clinton?,2016-09-26,"['Secretary', 'Clinton', '?']","['Secretary', 'Clinton', '?']",8724.5,8726.0
273,274,Clinton,"Whew, OK.",2016-09-26,"['Whew', ',', 'OK', '.']","['Whew', ',', 'OK', '.']",8727.0,8729.0
274,275,Audience,(LAUGHTER),2016-09-26,"['(', 'LAUGHTER', ')']","['(', 'LAUGHTER', ')']",8730.0,8731.5
275,276,Clinton,"Let's talk about two important issues that were briefly mentioned by Donald, first, NATO. You know, NATO as a military alliance has something called Article 5, and basically it says this: An attack on one is an attack on all. And you know the only time it's ever been invoked? After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side. With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb. They had mastered the nuclear fuel cycle under the Bush administration. They had built covert facilities. They had stocked them with centrifuges that were whirling away. And we had sanctioned them. I voted for every sanction against Iran when I was in the Senate, but it wasn't enough. So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran. And we did drive them to the negotiating table. And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot. That's diplomacy. That's coalition-building. That's working with other nations. The other day, I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran, and they were taunting American sailors who were on a nearby ship. He said, you know, if they taunted our sailors, I'd blow them out of the water and start another war. That's not good judgment.",2016-09-26,"['Let', ""'s"", 'talk', 'about', 'two', 'important', 'issues', 'that', 'were', 'briefly', 'mentioned', 'by', 'Donald', ',', 'first', ',', 'NATO', '.', 'You', 'know', ',', 'NATO', 'as', 'a', 'military', 'alliance', 'has', 'something', 'called', 'Article', '5', ',', 'and', 'basically', 'it', 'says', 'this', ':', 'An', 'attack', 'on', 'one', 'is', 'an', 'attack', 'on', 'all', '.', 'And', 'you', 'know', 'the', 'only', 'time', 'it', ""'s"", 'ever', 'been', 'invoked', '?', 'After', '9/11', ',', 'when', 'the', '28', 'nations', 'of', 'NATO', 'said', 'that', 'they', 'would', 'go', 'to', 'Afghanistan', 'with', 'us', 'to', 'fight', 'terrorism', ',', 'something', 'that', 'they', 'still', 'are', 'doing', 'by', 'our', 'side', '.', 'With', 'respect', 'to', 'Iran', ',', 'when', 'I', 'became', 'secretary', 'of', 'state', ',', 'Iran', 'was', 'weeks', 'away', 'from', 'having', 'enough', 'nuclear', 'material', 'to', 'form', 'a', 'bomb', '.', 'They', 'had', 'mastered', 'the', 'nuclear', 'fuel', 'cycle', 'under', 'the', 'Bush', 'administration', '.', 'They', 'had', 'built', 'covert', 'facilities', '.', 'They', 'had', 'stocked', 'them', 'with', 'centrifuges', 'that', 'were', 'whirling', 'away', '.', 'And', 'we', 'had', 'sanctioned', 'them', '.', 'I', 'voted', 'for', 'every', 'sanction', 'against', 'Iran', 'when', 'I', 'was', 'in', 'the', 'Senate', ',', 'but', 'it', 'was', ""n't"", 'enough', '.', 'So', 'I', 'spent', 'a', 'year-and-a-half', 'putting', 'together', 'a', 'coalition', 'that', 'included', 'Russia', 'and', 'China', 'to', 'impose', 'the', 'toughest', 'sanctions', 'on', 'Iran', '.', 'And', 'we', 'did', 'drive', 'them', 'to', 'the', 'negotiating', 'table', '.', 'And', 'my', 'successor', ',', 'John', 'Kerry', ',', 'and', 'President', 'Obama', 'got', 'a', 'deal', 'that', 'put', 'a', 'lid', 'on', 'Iran', ""'s"", 'nuclear', 'program', 'without', 'firing', 'a', 'single', 'shot', '.', 'That', ""'s"", 'diplomacy', '.', 'That', ""'s"", 'coalition-building', '.', 'That', ""'s"", 'working', 'with', 'other', 'nations', '.', 'The', 'other', 'day', ',', 'I', 'saw', 'Donald', 'saying', 'that', 'there', 'were', 'some', 'Iranian', 'sailors', 'on', 'a', 'ship', 'in', 'the', 'waters', 'off', 'of', 'Iran', ',', 'and', 'they', 'were', 'taunting', 'American', 'sailors', 'who', 'were', 'on', 'a', 'nearby', 'ship', '.', 'He', 'said', ',', 'you', 'know', ',', 'if', 'they', 'taunted', 'our', 'sailors', ',', 'I', ""'d"", 'blow', 'them', 'out', 'of', 'the', 'water', 'and', 'start', 'another', 'war', '.', 'That', ""'s"", 'not', 'good', 'judgment', '.']","['Let', ""'s"", 'talk', 'about', 'two', 'important', 'issues', 'that', 'were', 'briefly', 'mentioned', 'by', 'Donald', ',', 'first', ',', 'NATO', '.', 'You', 'know', ',', 'NATO', 'as', 'a', 'military', 'alliance', 'has', 'something', 'called', 'Article', '5', ',', 'and', 'basically', 'it', 'says', 'this', ':', 'An', 'attack', 'on', 'one', 'is', 'an', 'attack', 'on', 'all', '.', 'And', 'you', 'know', 'the', 'only', 'time', 'it', ""'s"", 'ever', 'been', 'invoked', '?', 'After', '9/11', ',', 'when', 'the', '28', 'nations', 'of', 'NATO', 'said', 'that', 'they', 'would', 'go', 'to', 'Afghanistan', 'with', 'us', 'to', 'fight', 'terrorism', ',', 'something', 'that', 'they', 'still', 'are', 'doing', 'by', 'our', 'side', '.', 'With', 'respect', 'to', 'Iran', ',', 'when', 'I', 'became', 'secretary', 'of', 'state', ',', 'Iran', 'was', 'weeks', 'away', 'from', 'having', 'enough', 'nuclear', 'material', 'to', 'form', 'a', 'bomb', '.', 'They', 'had', 'mastered', 'the', 'nuclear', 'fuel', 'cycle', 'under', 'the', 'Bush', 'administration', '.', 'They', 'had', 'built', 'covert', 'facilities', '.', 'They', 'had', 'stocked', 'them', 'with', 'centrifuges', 'that', 'were', 'whirling', 'away', '.', 'And', 'we', 'had', 'sanctioned', 'them', '.', 'I', 'voted', 'for', 'every', 'sanction', 'against', 'Iran', 'when', 'I', 'was', 'in', 'the', 'Senate', ',', 'but', 'it', 'was', ""n't"", 'enough', '.', 'So', 'I', 'spent', 'a', 'year-and-a-half', 'putting', 'together', 'a', 'coalition', 'that', 'included', 'Russia', 'and', 'China', 'to', 'impose', 'the', 'toughest', 'sanctions', 'on', 'Iran', '.', 'And', 'we', 'did', 'drive', 'them', 'to', 'the', 'negotiating', 'table', '.', 'And', 'my', 'successor', ',', 'John', 'Kerry', ',', 'and', 'President', 'Obama', 'got', 'a', 'deal', 'that', 'put', 'a', 'lid', 'on', 'Iran', ""'s"", 'nuclear', 'program', 'without', 'firing', 'a', 'single', 'shot', '.', 'That', ""'s"", 'diplomacy', '.', 'That', ""'s"", 'coalition-building', '.', 'That', ""'s"", 'working', 'with', 'other', 'nations', '.', 'The', 'other', 'day', ',', 'I', 'saw', 'Donald', 'saying', 'that', 'there', 'were', 'some', 'Iranian', 'sailors', 'on', 'a', 'ship', 'in', 'the', 'waters', 'off', 'of', 'Iran', ',', 'and', 'they', 'were', 'taunting', 'American', 'sailors', 'who', 'were', 'on', 'a', 'nearby', 'ship', '.', 'He', 'said', ',', 'you', 'know', ',', 'if', 'they', 'taunted', 'our', 'sailors', ',', 'I', ""'d"", 'blow', 'them', 'out', 'of', 'the', 'water', 'and', 'start', 'another', 'war', '.', 'That', ""'s"", 'not', 'good', 'judgment', '.']",8732.5,8890.5
